category,filename,image_path,roi_id,x1,y1,x2,y2,width,height,area
Indoor,049.jpg,data/CAT2000/trainSet/Stimuli/Indoor/049.jpg,ROI_00,829,147,1089,620,260,473,122980
Indoor,049.jpg,data/CAT2000/trainSet/Stimuli/Indoor/049.jpg,ROI_01,881,655,1092,1020,211,365,77015
Indoor,051.jpg,data/CAT2000/trainSet/Stimuli/Indoor/051.jpg,ROI_00,1181,369,1317,512,136,143,19448
Indoor,051.jpg,data/CAT2000/trainSet/Stimuli/Indoor/051.jpg,ROI_01,791,392,1140,693,349,301,105049
Indoor,051.jpg,data/CAT2000/trainSet/Stimuli/Indoor/051.jpg,ROI_02,1176,658,1293,771,117,113,13221
Indoor,053.jpg,data/CAT2000/trainSet/Stimuli/Indoor/053.jpg,ROI_00,844,201,1210,669,366,468,171288
Indoor,055.jpg,data/CAT2000/trainSet/Stimuli/Indoor/055.jpg,ROI_00,968,177,1061,279,93,102,9486
Indoor,055.jpg,data/CAT2000/trainSet/Stimuli/Indoor/055.jpg,ROI_01,849,356,1064,647,215,291,62565
Indoor,055.jpg,data/CAT2000/trainSet/Stimuli/Indoor/055.jpg,ROI_02,1165,387,1427,605,262,218,57116
Indoor,057.jpg,data/CAT2000/trainSet/Stimuli/Indoor/057.jpg,ROI_00,835,353,1130,633,295,280,82600
Indoor,057.jpg,data/CAT2000/trainSet/Stimuli/Indoor/057.jpg,ROI_01,488,393,713,598,225,205,46125
Indoor,057.jpg,data/CAT2000/trainSet/Stimuli/Indoor/057.jpg,ROI_02,1208,504,1434,694,226,190,42940
Indoor,059.jpg,data/CAT2000/trainSet/Stimuli/Indoor/059.jpg,ROI_00,557,399,776,561,219,162,35478
Indoor,059.jpg,data/CAT2000/trainSet/Stimuli/Indoor/059.jpg,ROI_01,879,356,1177,637,298,281,83738
Indoor,061.jpg,data/CAT2000/trainSet/Stimuli/Indoor/061.jpg,ROI_00,829,389,1364,825,535,436,233260
Indoor,063.jpg,data/CAT2000/trainSet/Stimuli/Indoor/063.jpg,ROI_00,561,249,848,478,287,229,65723
Indoor,063.jpg,data/CAT2000/trainSet/Stimuli/Indoor/063.jpg,ROI_01,886,370,1174,638,288,268,77184
Indoor,065.jpg,data/CAT2000/trainSet/Stimuli/Indoor/065.jpg,ROI_00,1183,275,1382,625,199,350,69650
Indoor,065.jpg,data/CAT2000/trainSet/Stimuli/Indoor/065.jpg,ROI_01,855,391,1093,599,238,208,49504
Indoor,067.jpg,data/CAT2000/trainSet/Stimuli/Indoor/067.jpg,ROI_00,479,101,640,263,161,162,26082
Indoor,067.jpg,data/CAT2000/trainSet/Stimuli/Indoor/067.jpg,ROI_01,858,371,1082,653,224,282,63168
Indoor,067.jpg,data/CAT2000/trainSet/Stimuli/Indoor/067.jpg,ROI_02,1303,504,1410,599,107,95,10165
Indoor,069.jpg,data/CAT2000/trainSet/Stimuli/Indoor/069.jpg,ROI_00,546,366,739,523,193,157,30301
Indoor,069.jpg,data/CAT2000/trainSet/Stimuli/Indoor/069.jpg,ROI_01,1143,377,1430,571,287,194,55678
Indoor,069.jpg,data/CAT2000/trainSet/Stimuli/Indoor/069.jpg,ROI_02,845,411,1116,618,271,207,56097
Indoor,071.jpg,data/CAT2000/trainSet/Stimuli/Indoor/071.jpg,ROI_00,1200,17,1454,217,254,200,50800
Indoor,071.jpg,data/CAT2000/trainSet/Stimuli/Indoor/071.jpg,ROI_01,1392,302,1519,422,127,120,15240
Indoor,071.jpg,data/CAT2000/trainSet/Stimuli/Indoor/071.jpg,ROI_02,777,346,1091,661,314,315,98910
Indoor,073.jpg,data/CAT2000/trainSet/Stimuli/Indoor/073.jpg,ROI_00,735,261,1196,647,461,386,177946
Indoor,073.jpg,data/CAT2000/trainSet/Stimuli/Indoor/073.jpg,ROI_01,1370,915,1586,1075,216,160,34560
Indoor,075.jpg,data/CAT2000/trainSet/Stimuli/Indoor/075.jpg,ROI_00,490,373,716,562,226,189,42714
Indoor,075.jpg,data/CAT2000/trainSet/Stimuli/Indoor/075.jpg,ROI_01,775,289,1102,671,327,382,124914
Indoor,077.jpg,data/CAT2000/trainSet/Stimuli/Indoor/077.jpg,ROI_00,897,160,1052,347,155,187,28985
Indoor,077.jpg,data/CAT2000/trainSet/Stimuli/Indoor/077.jpg,ROI_01,444,152,649,388,205,236,48380
Indoor,077.jpg,data/CAT2000/trainSet/Stimuli/Indoor/077.jpg,ROI_02,881,423,1091,756,210,333,69930
Indoor,079.jpg,data/CAT2000/trainSet/Stimuli/Indoor/079.jpg,ROI_00,516,134,779,402,263,268,70484
Indoor,079.jpg,data/CAT2000/trainSet/Stimuli/Indoor/079.jpg,ROI_01,1036,193,1244,391,208,198,41184
Indoor,079.jpg,data/CAT2000/trainSet/Stimuli/Indoor/079.jpg,ROI_02,885,411,1089,665,204,254,51816
Indoor,081.jpg,data/CAT2000/trainSet/Stimuli/Indoor/081.jpg,ROI_00,537,166,738,381,201,215,43215
Indoor,081.jpg,data/CAT2000/trainSet/Stimuli/Indoor/081.jpg,ROI_01,1142,233,1265,401,123,168,20664
Indoor,081.jpg,data/CAT2000/trainSet/Stimuli/Indoor/081.jpg,ROI_02,777,372,1111,689,334,317,105878
Indoor,083.jpg,data/CAT2000/trainSet/Stimuli/Indoor/083.jpg,ROI_00,1139,129,1262,279,123,150,18450
Indoor,083.jpg,data/CAT2000/trainSet/Stimuli/Indoor/083.jpg,ROI_01,863,430,1085,896,222,466,103452
Indoor,085.jpg,data/CAT2000/trainSet/Stimuli/Indoor/085.jpg,ROI_00,809,346,1119,718,310,372,115320
Indoor,085.jpg,data/CAT2000/trainSet/Stimuli/Indoor/085.jpg,ROI_01,1142,646,1314,837,172,191,32852
Indoor,087.jpg,data/CAT2000/trainSet/Stimuli/Indoor/087.jpg,ROI_00,626,343,720,440,94,97,9118
Indoor,087.jpg,data/CAT2000/trainSet/Stimuli/Indoor/087.jpg,ROI_01,844,265,1174,765,330,500,165000
Indoor,089.jpg,data/CAT2000/trainSet/Stimuli/Indoor/089.jpg,ROI_00,789,341,1144,677,355,336,119280
Indoor,091.jpg,data/CAT2000/trainSet/Stimuli/Indoor/091.jpg,ROI_00,1516,461,1692,614,176,153,26928
Indoor,091.jpg,data/CAT2000/trainSet/Stimuli/Indoor/091.jpg,ROI_01,1389,521,1489,622,100,101,10100
Indoor,091.jpg,data/CAT2000/trainSet/Stimuli/Indoor/091.jpg,ROI_02,460,468,736,681,276,213,58788
Indoor,091.jpg,data/CAT2000/trainSet/Stimuli/Indoor/091.jpg,ROI_03,831,444,1225,725,394,281,110714
Indoor,093.jpg,data/CAT2000/trainSet/Stimuli/Indoor/093.jpg,ROI_00,699,359,1099,672,400,313,125200
Indoor,093.jpg,data/CAT2000/trainSet/Stimuli/Indoor/093.jpg,ROI_01,1138,765,1263,896,125,131,16375
Indoor,095.jpg,data/CAT2000/trainSet/Stimuli/Indoor/095.jpg,ROI_00,478,7,608,120,130,113,14690
Indoor,095.jpg,data/CAT2000/trainSet/Stimuli/Indoor/095.jpg,ROI_01,823,259,1087,632,264,373,98472
Indoor,095.jpg,data/CAT2000/trainSet/Stimuli/Indoor/095.jpg,ROI_02,1311,355,1483,465,172,110,18920
Indoor,097.jpg,data/CAT2000/trainSet/Stimuli/Indoor/097.jpg,ROI_00,862,338,1165,649,303,311,94233
Indoor,097.jpg,data/CAT2000/trainSet/Stimuli/Indoor/097.jpg,ROI_01,1182,498,1319,677,137,179,24523
Indoor,097.jpg,data/CAT2000/trainSet/Stimuli/Indoor/097.jpg,ROI_02,1403,542,1518,652,115,110,12650
Indoor,099.jpg,data/CAT2000/trainSet/Stimuli/Indoor/099.jpg,ROI_00,837,326,1163,633,326,307,100082
Indoor,099.jpg,data/CAT2000/trainSet/Stimuli/Indoor/099.jpg,ROI_01,1599,1027,1705,1080,106,53,5618
Indoor,101.jpg,data/CAT2000/trainSet/Stimuli/Indoor/101.jpg,ROI_00,1464,317,1604,452,140,135,18900
Indoor,101.jpg,data/CAT2000/trainSet/Stimuli/Indoor/101.jpg,ROI_01,847,375,1240,640,393,265,104145
Indoor,101.jpg,data/CAT2000/trainSet/Stimuli/Indoor/101.jpg,ROI_02,490,643,695,772,205,129,26445
Indoor,101.jpg,data/CAT2000/trainSet/Stimuli/Indoor/101.jpg,ROI_03,697,1026,735,1079,38,53,2014
Indoor,103.jpg,data/CAT2000/trainSet/Stimuli/Indoor/103.jpg,ROI_00,614,263,703,390,89,127,11303
Indoor,103.jpg,data/CAT2000/trainSet/Stimuli/Indoor/103.jpg,ROI_01,783,331,1120,697,337,366,123342
Indoor,105.jpg,data/CAT2000/trainSet/Stimuli/Indoor/105.jpg,ROI_00,214,422,345,576,131,154,20174
Indoor,105.jpg,data/CAT2000/trainSet/Stimuli/Indoor/105.jpg,ROI_01,738,376,1283,639,545,263,143335
Indoor,105.jpg,data/CAT2000/trainSet/Stimuli/Indoor/105.jpg,ROI_02,714,983,780,1047,66,64,4224
Indoor,107.jpg,data/CAT2000/trainSet/Stimuli/Indoor/107.jpg,ROI_00,758,355,1098,807,340,452,153680
Indoor,109.jpg,data/CAT2000/trainSet/Stimuli/Indoor/109.jpg,ROI_00,1123,455,1330,595,207,140,28980
Indoor,109.jpg,data/CAT2000/trainSet/Stimuli/Indoor/109.jpg,ROI_01,740,417,1098,673,358,256,91648
Indoor,109.jpg,data/CAT2000/trainSet/Stimuli/Indoor/109.jpg,ROI_02,371,609,532,702,161,93,14973
Indoor,109.jpg,data/CAT2000/trainSet/Stimuli/Indoor/109.jpg,ROI_03,695,1042,825,1080,130,38,4940
Indoor,111.jpg,data/CAT2000/trainSet/Stimuli/Indoor/111.jpg,ROI_00,1436,332,1541,425,105,93,9765
Indoor,111.jpg,data/CAT2000/trainSet/Stimuli/Indoor/111.jpg,ROI_01,831,305,1097,658,266,353,93898
Indoor,113.jpg,data/CAT2000/trainSet/Stimuli/Indoor/113.jpg,ROI_00,700,260,1118,637,418,377,157586
Indoor,115.jpg,data/CAT2000/trainSet/Stimuli/Indoor/115.jpg,ROI_00,889,430,1077,658,188,228,42864
Indoor,115.jpg,data/CAT2000/trainSet/Stimuli/Indoor/115.jpg,ROI_01,402,826,628,1031,226,205,46330
Indoor,115.jpg,data/CAT2000/trainSet/Stimuli/Indoor/115.jpg,ROI_02,1172,911,1287,1043,115,132,15180
Indoor,117.jpg,data/CAT2000/trainSet/Stimuli/Indoor/117.jpg,ROI_00,793,121,986,294,193,173,33389
Indoor,117.jpg,data/CAT2000/trainSet/Stimuli/Indoor/117.jpg,ROI_01,878,451,1188,686,310,235,72850
Indoor,119.jpg,data/CAT2000/trainSet/Stimuli/Indoor/119.jpg,ROI_00,724,489,819,638,95,149,14155
Indoor,119.jpg,data/CAT2000/trainSet/Stimuli/Indoor/119.jpg,ROI_01,853,455,1088,677,235,222,52170
Indoor,121.jpg,data/CAT2000/trainSet/Stimuli/Indoor/121.jpg,ROI_00,691,422,1141,768,450,346,155700
Indoor,121.jpg,data/CAT2000/trainSet/Stimuli/Indoor/121.jpg,ROI_01,1176,727,1289,833,113,106,11978
Indoor,123.jpg,data/CAT2000/trainSet/Stimuli/Indoor/123.jpg,ROI_00,843,187,974,290,131,103,13493
Indoor,123.jpg,data/CAT2000/trainSet/Stimuli/Indoor/123.jpg,ROI_01,1274,287,1370,402,96,115,11040
Indoor,123.jpg,data/CAT2000/trainSet/Stimuli/Indoor/123.jpg,ROI_02,490,326,662,477,172,151,25972
Indoor,123.jpg,data/CAT2000/trainSet/Stimuli/Indoor/123.jpg,ROI_03,856,453,1085,629,229,176,40304
Indoor,123.jpg,data/CAT2000/trainSet/Stimuli/Indoor/123.jpg,ROI_04,1399,508,1491,617,92,109,10028
Indoor,125.jpg,data/CAT2000/trainSet/Stimuli/Indoor/125.jpg,ROI_00,543,402,724,532,181,130,23530
Indoor,125.jpg,data/CAT2000/trainSet/Stimuli/Indoor/125.jpg,ROI_01,766,365,1215,668,449,303,136047
Indoor,127.jpg,data/CAT2000/trainSet/Stimuli/Indoor/127.jpg,ROI_00,730,381,1260,667,530,286,151580
Indoor,127.jpg,data/CAT2000/trainSet/Stimuli/Indoor/127.jpg,ROI_01,943,621,1054,692,111,71,7881
Indoor,129.jpg,data/CAT2000/trainSet/Stimuli/Indoor/129.jpg,ROI_00,249,195,413,339,164,144,23616
Indoor,129.jpg,data/CAT2000/trainSet/Stimuli/Indoor/129.jpg,ROI_01,808,285,1145,711,337,426,143562
Indoor,131.jpg,data/CAT2000/trainSet/Stimuli/Indoor/131.jpg,ROI_00,589,30,733,171,144,141,20304
Indoor,131.jpg,data/CAT2000/trainSet/Stimuli/Indoor/131.jpg,ROI_01,969,38,1130,186,161,148,23828
Indoor,131.jpg,data/CAT2000/trainSet/Stimuli/Indoor/131.jpg,ROI_02,880,277,1108,710,228,433,98724
Indoor,131.jpg,data/CAT2000/trainSet/Stimuli/Indoor/131.jpg,ROI_03,1113,545,1176,642,63,97,6111
Indoor,133.jpg,data/CAT2000/trainSet/Stimuli/Indoor/133.jpg,ROI_00,371,405,542,551,171,146,24966
Indoor,133.jpg,data/CAT2000/trainSet/Stimuli/Indoor/133.jpg,ROI_01,879,426,1097,660,218,234,51012
Indoor,135.jpg,data/CAT2000/trainSet/Stimuli/Indoor/135.jpg,ROI_00,864,211,1212,628,348,417,145116
Indoor,137.jpg,data/CAT2000/trainSet/Stimuli/Indoor/137.jpg,ROI_00,729,385,1156,697,427,312,133224
Indoor,139.jpg,data/CAT2000/trainSet/Stimuli/Indoor/139.jpg,ROI_00,602,313,1486,653,884,340,300560
Indoor,139.jpg,data/CAT2000/trainSet/Stimuli/Indoor/139.jpg,ROI_01,1602,582,1707,684,105,102,10710
Indoor,141.jpg,data/CAT2000/trainSet/Stimuli/Indoor/141.jpg,ROI_00,801,477,1199,831,398,354,140892
Indoor,143.jpg,data/CAT2000/trainSet/Stimuli/Indoor/143.jpg,ROI_00,816,333,1180,661,364,328,119392
Indoor,145.jpg,data/CAT2000/trainSet/Stimuli/Indoor/145.jpg,ROI_00,1094,215,1216,393,122,178,21716
Indoor,145.jpg,data/CAT2000/trainSet/Stimuli/Indoor/145.jpg,ROI_01,869,395,1213,626,344,231,79464
Indoor,145.jpg,data/CAT2000/trainSet/Stimuli/Indoor/145.jpg,ROI_02,828,809,1086,1048,258,239,61662
Indoor,147.jpg,data/CAT2000/trainSet/Stimuli/Indoor/147.jpg,ROI_00,752,392,1224,685,472,293,138296
Indoor,149.jpg,data/CAT2000/trainSet/Stimuli/Indoor/149.jpg,ROI_00,859,431,1154,724,295,293,86435
Indoor,149.jpg,data/CAT2000/trainSet/Stimuli/Indoor/149.jpg,ROI_01,465,551,613,668,148,117,17316
Indoor,151.jpg,data/CAT2000/trainSet/Stimuli/Indoor/151.jpg,ROI_00,656,190,764,332,108,142,15336
Indoor,151.jpg,data/CAT2000/trainSet/Stimuli/Indoor/151.jpg,ROI_01,896,464,1077,648,181,184,33304
Indoor,151.jpg,data/CAT2000/trainSet/Stimuli/Indoor/151.jpg,ROI_02,1011,803,1116,891,105,88,9240
Indoor,151.jpg,data/CAT2000/trainSet/Stimuli/Indoor/151.jpg,ROI_03,1390,927,1597,1050,207,123,25461
Indoor,153.jpg,data/CAT2000/trainSet/Stimuli/Indoor/153.jpg,ROI_00,1157,88,1418,259,261,171,44631
Indoor,153.jpg,data/CAT2000/trainSet/Stimuli/Indoor/153.jpg,ROI_01,568,357,1095,697,527,340,179180
Indoor,155.jpg,data/CAT2000/trainSet/Stimuli/Indoor/155.jpg,ROI_00,880,435,1113,723,233,288,67104
Indoor,157.jpg,data/CAT2000/trainSet/Stimuli/Indoor/157.jpg,ROI_00,871,338,1278,644,407,306,124542
Indoor,157.jpg,data/CAT2000/trainSet/Stimuli/Indoor/157.jpg,ROI_01,1336,527,1556,739,220,212,46640
Indoor,159.jpg,data/CAT2000/trainSet/Stimuli/Indoor/159.jpg,ROI_00,622,303,1099,658,477,355,169335
Indoor,161.jpg,data/CAT2000/trainSet/Stimuli/Indoor/161.jpg,ROI_00,875,128,1073,273,198,145,28710
Indoor,161.jpg,data/CAT2000/trainSet/Stimuli/Indoor/161.jpg,ROI_01,766,416,1186,730,420,314,131880
Indoor,163.jpg,data/CAT2000/trainSet/Stimuli/Indoor/163.jpg,ROI_00,828,339,1145,667,317,328,103976
Indoor,165.jpg,data/CAT2000/trainSet/Stimuli/Indoor/165.jpg,ROI_00,837,297,1182,670,345,373,128685
Indoor,167.jpg,data/CAT2000/trainSet/Stimuli/Indoor/167.jpg,ROI_00,1035,303,1127,408,92,105,9660
Indoor,167.jpg,data/CAT2000/trainSet/Stimuli/Indoor/167.jpg,ROI_01,760,271,1085,640,325,369,119925
Indoor,169.jpg,data/CAT2000/trainSet/Stimuli/Indoor/169.jpg,ROI_00,802,420,1146,663,344,243,83592
Indoor,171.jpg,data/CAT2000/trainSet/Stimuli/Indoor/171.jpg,ROI_00,861,436,1105,687,244,251,61244
Indoor,171.jpg,data/CAT2000/trainSet/Stimuli/Indoor/171.jpg,ROI_01,1248,524,1432,688,184,164,30176
Indoor,171.jpg,data/CAT2000/trainSet/Stimuli/Indoor/171.jpg,ROI_02,493,810,578,921,85,111,9435
Indoor,173.jpg,data/CAT2000/trainSet/Stimuli/Indoor/173.jpg,ROI_00,906,144,1119,365,213,221,47073
Indoor,173.jpg,data/CAT2000/trainSet/Stimuli/Indoor/173.jpg,ROI_01,913,421,1288,733,375,312,117000
Indoor,173.jpg,data/CAT2000/trainSet/Stimuli/Indoor/173.jpg,ROI_02,681,604,818,701,137,97,13289
Indoor,175.jpg,data/CAT2000/trainSet/Stimuli/Indoor/175.jpg,ROI_00,792,436,1178,679,386,243,93798
Indoor,175.jpg,data/CAT2000/trainSet/Stimuli/Indoor/175.jpg,ROI_01,876,794,1043,970,167,176,29392
Indoor,177.jpg,data/CAT2000/trainSet/Stimuli/Indoor/177.jpg,ROI_00,615,166,810,426,195,260,50700
Indoor,177.jpg,data/CAT2000/trainSet/Stimuli/Indoor/177.jpg,ROI_01,822,374,1129,766,307,392,120344
Indoor,179.jpg,data/CAT2000/trainSet/Stimuli/Indoor/179.jpg,ROI_00,697,351,1110,771,413,420,173460
Indoor,181.jpg,data/CAT2000/trainSet/Stimuli/Indoor/181.jpg,ROI_00,1348,264,1456,366,108,102,11016
Indoor,181.jpg,data/CAT2000/trainSet/Stimuli/Indoor/181.jpg,ROI_01,1273,449,1448,610,175,161,28175
Indoor,181.jpg,data/CAT2000/trainSet/Stimuli/Indoor/181.jpg,ROI_02,747,404,1129,834,382,430,164260
Indoor,181.jpg,data/CAT2000/trainSet/Stimuli/Indoor/181.jpg,ROI_03,1074,767,1185,850,111,83,9213
Indoor,183.jpg,data/CAT2000/trainSet/Stimuli/Indoor/183.jpg,ROI_00,797,229,1126,613,329,384,126336
Indoor,183.jpg,data/CAT2000/trainSet/Stimuli/Indoor/183.jpg,ROI_01,1140,513,1236,611,96,98,9408
Indoor,183.jpg,data/CAT2000/trainSet/Stimuli/Indoor/183.jpg,ROI_02,733,1001,843,1046,110,45,4950
Indoor,185.jpg,data/CAT2000/trainSet/Stimuli/Indoor/185.jpg,ROI_00,829,263,940,357,111,94,10434
Indoor,185.jpg,data/CAT2000/trainSet/Stimuli/Indoor/185.jpg,ROI_01,845,426,1091,781,246,355,87330
Indoor,187.jpg,data/CAT2000/trainSet/Stimuli/Indoor/187.jpg,ROI_00,1186,462,1304,573,118,111,13098
Indoor,187.jpg,data/CAT2000/trainSet/Stimuli/Indoor/187.jpg,ROI_01,885,434,1075,649,190,215,40850
Indoor,187.jpg,data/CAT2000/trainSet/Stimuli/Indoor/187.jpg,ROI_02,848,792,964,887,116,95,11020
Indoor,187.jpg,data/CAT2000/trainSet/Stimuli/Indoor/187.jpg,ROI_03,771,916,824,996,53,80,4240
Indoor,189.jpg,data/CAT2000/trainSet/Stimuli/Indoor/189.jpg,ROI_00,1036,152,1163,372,127,220,27940
Indoor,189.jpg,data/CAT2000/trainSet/Stimuli/Indoor/189.jpg,ROI_01,833,422,1080,711,247,289,71383
Indoor,189.jpg,data/CAT2000/trainSet/Stimuli/Indoor/189.jpg,ROI_02,771,960,895,1004,124,44,5456
Indoor,191.jpg,data/CAT2000/trainSet/Stimuli/Indoor/191.jpg,ROI_00,854,354,1142,704,288,350,100800
Indoor,193.jpg,data/CAT2000/trainSet/Stimuli/Indoor/193.jpg,ROI_00,457,237,612,427,155,190,29450
Indoor,193.jpg,data/CAT2000/trainSet/Stimuli/Indoor/193.jpg,ROI_01,846,451,1071,646,225,195,43875
Indoor,193.jpg,data/CAT2000/trainSet/Stimuli/Indoor/193.jpg,ROI_02,1354,908,1549,1065,195,157,30615
Indoor,195.jpg,data/CAT2000/trainSet/Stimuli/Indoor/195.jpg,ROI_00,427,256,533,352,106,96,10176
Indoor,195.jpg,data/CAT2000/trainSet/Stimuli/Indoor/195.jpg,ROI_01,734,213,1194,621,460,408,187680
Indoor,195.jpg,data/CAT2000/trainSet/Stimuli/Indoor/195.jpg,ROI_02,1338,461,1423,570,85,109,9265
Indoor,197.jpg,data/CAT2000/trainSet/Stimuli/Indoor/197.jpg,ROI_00,1258,358,1458,497,200,139,27800
Indoor,197.jpg,data/CAT2000/trainSet/Stimuli/Indoor/197.jpg,ROI_01,864,282,1230,675,366,393,143838
Indoor,199.jpg,data/CAT2000/trainSet/Stimuli/Indoor/199.jpg,ROI_00,330,282,533,431,203,149,30247
Indoor,199.jpg,data/CAT2000/trainSet/Stimuli/Indoor/199.jpg,ROI_01,737,385,1248,801,511,416,212576
Indoor,199.jpg,data/CAT2000/trainSet/Stimuli/Indoor/199.jpg,ROI_02,564,695,691,842,127,147,18669
Indoor,199.jpg,data/CAT2000/trainSet/Stimuli/Indoor/199.jpg,ROI_03,322,743,468,842,146,99,14454
OutdoorManMade,001.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/001.jpg,ROI_00,760,314,1052,597,292,283,82636
OutdoorManMade,001.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/001.jpg,ROI_01,1209,412,1336,559,127,147,18669
OutdoorManMade,001.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/001.jpg,ROI_02,1638,716,1812,845,174,129,22446
OutdoorManMade,001.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/001.jpg,ROI_03,972,720,1246,916,274,196,53704
OutdoorManMade,003.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/003.jpg,ROI_00,793,283,1115,663,322,380,122360
OutdoorManMade,005.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/005.jpg,ROI_00,848,444,1148,659,300,215,64500
OutdoorManMade,005.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/005.jpg,ROI_01,446,505,535,606,89,101,8989
OutdoorManMade,005.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/005.jpg,ROI_02,563,515,727,693,164,178,29192
OutdoorManMade,007.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/007.jpg,ROI_00,823,339,1206,736,383,397,152051
OutdoorManMade,009.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/009.jpg,ROI_00,862,275,1163,655,301,380,114380
OutdoorManMade,011.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/011.jpg,ROI_00,868,372,1141,677,273,305,83265
OutdoorManMade,011.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/011.jpg,ROI_01,690,492,951,881,261,389,101529
OutdoorManMade,013.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/013.jpg,ROI_00,877,158,1140,663,263,505,132815
OutdoorManMade,015.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/015.jpg,ROI_00,780,312,1088,648,308,336,103488
OutdoorManMade,015.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/015.jpg,ROI_01,878,736,1029,873,151,137,20687
OutdoorManMade,017.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/017.jpg,ROI_00,783,217,1318,639,535,422,225770
OutdoorManMade,019.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/019.jpg,ROI_00,761,229,1097,635,336,406,136416
OutdoorManMade,019.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/019.jpg,ROI_01,1508,554,1676,688,168,134,22512
OutdoorManMade,021.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/021.jpg,ROI_00,857,255,1145,674,288,419,120672
OutdoorManMade,021.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/021.jpg,ROI_01,640,377,789,553,149,176,26224
OutdoorManMade,023.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/023.jpg,ROI_00,396,250,553,437,157,187,29359
OutdoorManMade,023.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/023.jpg,ROI_01,880,399,1081,638,201,239,48039
OutdoorManMade,023.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/023.jpg,ROI_02,696,674,819,828,123,154,18942
OutdoorManMade,025.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/025.jpg,ROI_00,831,386,1140,770,309,384,118656
OutdoorManMade,027.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/027.jpg,ROI_00,646,389,1249,763,603,374,225522
OutdoorManMade,029.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/029.jpg,ROI_00,753,376,1097,756,344,380,130720
OutdoorManMade,029.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/029.jpg,ROI_01,1308,564,1480,676,172,112,19264
OutdoorManMade,029.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/029.jpg,ROI_02,1027,780,1151,889,124,109,13516
OutdoorManMade,031.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/031.jpg,ROI_00,676,413,1090,841,414,428,177192
OutdoorManMade,031.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/031.jpg,ROI_01,1527,667,1632,760,105,93,9765
OutdoorManMade,031.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/031.jpg,ROI_02,380,699,484,797,104,98,10192
OutdoorManMade,033.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/033.jpg,ROI_00,731,439,1082,818,351,379,133029
OutdoorManMade,033.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/033.jpg,ROI_01,1280,630,1456,781,176,151,26576
OutdoorManMade,035.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/035.jpg,ROI_00,921,262,1028,398,107,136,14552
OutdoorManMade,035.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/035.jpg,ROI_01,834,417,1071,632,237,215,50955
OutdoorManMade,037.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/037.jpg,ROI_00,784,356,1086,632,302,276,83352
OutdoorManMade,039.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/039.jpg,ROI_00,762,308,1114,674,352,366,128832
OutdoorManMade,041.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/041.jpg,ROI_00,644,405,1105,740,461,335,154435
OutdoorManMade,043.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/043.jpg,ROI_00,1151,349,1255,426,104,77,8008
OutdoorManMade,043.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/043.jpg,ROI_01,768,311,1055,671,287,360,103320
OutdoorManMade,045.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/045.jpg,ROI_00,863,294,1268,633,405,339,137295
OutdoorManMade,045.jpg,data/CAT2000/trainSet/Stimuli/OutdoorManMade/045.jpg,ROI_01,546,409,699,598,153,189,28917
